DNR_ID,site,date,sizeRange,percent
62-0054,101,2011-05-03T00:00:00Z,34_66,80
62-0231,201,2011-05-03T00:00:00Z,34_66,56.25
62-0055,201,2011-05-02T00:00:00Z,34_66,100
62-0047,5401,2010-09-28T00:00:00Z,34_66,0
62-0054,5401,2010-09-15T00:00:00Z,34_66,33.3333333333333
62-0231,5401,2010-09-15T00:00:00Z,34_66,16.6666666666667
62-0055,5401,2010-09-14T00:00:00Z,34_66,50
62-0047,5401,2010-09-10T00:00:00Z,34_66,0
62-0054,5401,2010-08-25T00:00:00Z,34_66,0
62-0231,5401,2010-08-25T00:00:00Z,34_66,66.6666666666667
62-0055,5401,2010-08-24T00:00:00Z,34_66,50
62-0047,5401,2010-08-19T00:00:00Z,34_66,0
62-0054,5401,2010-08-04T00:00:00Z,34_66,14.8148148148148
62-0231,5401,2010-08-04T00:00:00Z,34_66,0
62-0055,5401,2010-08-03T00:00:00Z,34_66,0
62-0047,5401,2010-07-30T00:00:00Z,34_66,0
62-0054,5401,2010-07-16T00:00:00Z,34_66,6
62-0231,5401,2010-07-16T00:00:00Z,34_66,58.8235294117647
62-0055,5401,2010-07-15T00:00:00Z,34_66,0
62-0047,5401,2010-07-13T00:00:00Z,34_66,0
62-0054,5401,2010-06-25T00:00:00Z,34_66,12.6315789473684
62-0231,5401,2010-06-25T00:00:00Z,34_66,22.972972972973
62-0055,5401,2010-06-24T00:00:00Z,34_66,45.4545454545455
62-0047,5401,2010-06-22T00:00:00Z,34_66,0
62-0054,5401,2010-06-09T00:00:00Z,34_66,0
62-0231,5401,2010-06-09T00:00:00Z,34_66,7.04225352112676
62-0055,5401,2010-06-08T00:00:00Z,34_66,20.5882352941176
62-0047,5401,2010-06-04T00:00:00Z,34_66,75
62-0054,5401,2010-05-21T00:00:00Z,34_66,4.65116279069767
62-0231,5401,2010-05-21T00:00:00Z,34_66,9.72222222222222
62-0055,5401,2010-05-20T00:00:00Z,34_66,8.33333333333333
62-0047,5401,2010-05-18T00:00:00Z,34_66,0
62-0054,5401,2010-05-05T00:00:00Z,34_66,2.04081632653061
62-0231,5401,2010-05-05T00:00:00Z,34_66,34.3283582089552
62-0055,5401,2010-05-04T00:00:00Z,34_66,61.9047619047619
62-0047,5401,2009-09-30T00:00:00Z,34_66,40
62-0054,5401,2009-09-15T00:00:00Z,34_66,9.52380952380952
62-0231,5401,2009-09-15T00:00:00Z,34_66,25
62-0055,5401,2009-09-14T00:00:00Z,34_66,0
62-0047,5401,2009-09-10T00:00:00Z,34_66,50
62-0054,5401,2009-08-26T00:00:00Z,34_66,0
62-0231,5401,2009-08-26T00:00:00Z,34_66,0
62-0055,5401,2009-08-25T00:00:00Z,34_66,0
62-0047,5401,2009-08-21T00:00:00Z,34_66,0
62-0054,5401,2009-08-10T00:00:00Z,34_66,25
62-0231,5401,2009-08-10T00:00:00Z,34_66,50
62-0055,5401,2009-08-07T00:00:00Z,34_66,0
62-0047,5401,2009-08-05T00:00:00Z,34_66,0
62-0054,5401,2009-07-23T00:00:00Z,34_66,0
62-0231,5401,2009-07-23T00:00:00Z,34_66,11.3207547169811
62-0055,5401,2009-07-22T00:00:00Z,34_66,75
62-0047,5401,2009-07-20T00:00:00Z,34_66,0
62-0054,5401,2009-07-08T00:00:00Z,34_66,14.6341463414634
62-0231,5401,2009-07-08T00:00:00Z,34_66,17.7215189873418
62-0055,5401,2009-07-06T00:00:00Z,34_66,80
62-0047,5401,2009-07-01T00:00:00Z,34_66,0
62-0054,5401,2009-06-17T00:00:00Z,34_66,6.06060606060606
62-0231,5401,2009-06-17T00:00:00Z,34_66,22.2222222222222
62-0055,5401,2009-06-16T00:00:00Z,34_66,10
62-0047,5401,2009-06-12T00:00:00Z,34_66,0
62-0054,5401,2009-05-28T00:00:00Z,34_66,5.88235294117647
62-0231,5401,2009-05-28T00:00:00Z,34_66,23.0769230769231
62-0055,5401,2009-05-27T00:00:00Z,34_66,70.5882352941177
62-0047,5401,2009-05-21T00:00:00Z,34_66,60.8695652173913
62-0231,5401,2009-05-05T00:00:00Z,34_66,100
62-0055,5401,2009-05-04T00:00:00Z,34_66,100
62-0054,5401,2008-09-30T00:00:00Z,34_66,33.3333333333333
62-0055,5401,2008-09-30T00:00:00Z,34_66,80
62-0047,5401,2008-09-26T00:00:00Z,34_66,NA
62-0054,5401,2008-09-10T00:00:00Z,34_66,0
62-0231,5401,2008-09-10T00:00:00Z,34_66,35.2941176470588
62-0055,5401,2008-09-09T00:00:00Z,34_66,NA
62-0047,5401,2008-09-05T00:00:00Z,34_66,NA
62-0054,5401,2008-08-20T00:00:00Z,34_66,50
62-0231,5401,2008-08-20T00:00:00Z,34_66,69.2307692307692
62-0047,5401,2008-08-18T00:00:00Z,34_66,90.9090909090909
62-0055,5401,2008-08-15T00:00:00Z,34_66,100
62-0054,5401,2008-07-31T00:00:00Z,34_66,33.3333333333333
62-0055,5401,2008-07-28T00:00:00Z,34_66,100
62-0047,5401,2008-07-24T00:00:00Z,34_66,100
62-0054,5401,2008-07-08T00:00:00Z,34_66,3.44827586206897
62-0231,5401,2008-07-08T00:00:00Z,34_66,37.5
62-0055,5401,2008-07-07T00:00:00Z,34_66,26.6666666666667
62-0047,5401,2008-07-03T00:00:00Z,34_66,50
62-0054,5401,2008-06-18T00:00:00Z,34_66,0
62-0231,5401,2008-06-18T00:00:00Z,34_66,46.4285714285714
62-0055,5401,2008-06-17T00:00:00Z,34_66,29.4117647058824
62-0047,5401,2008-06-16T00:00:00Z,34_66,63.6363636363636
62-0054,5401,2008-06-02T00:00:00Z,34_66,9.09090909090909
62-0231,5401,2008-06-02T00:00:00Z,34_66,57.1428571428571
62-0055,5401,2008-05-29T00:00:00Z,34_66,75
62-0047,5401,2008-05-27T00:00:00Z,34_66,50
62-0054,5401,2008-05-06T00:00:00Z,34_66,18.1818181818182
62-0055,5401,2008-05-06T00:00:00Z,34_66,NA
62-0231,5401,2008-05-06T00:00:00Z,34_66,43.75
62-0054,5401,2007-09-26T00:00:00Z,34_66,4.76190476190476
62-0055,5401,2007-09-26T00:00:00Z,34_66,0
62-0231,5401,2007-09-26T00:00:00Z,34_66,15.3846153846154
62-0047,5401,2007-09-19T00:00:00Z,34_66,75
62-0054,5401,2007-09-05T00:00:00Z,34_66,0
62-0055,5401,2007-09-05T00:00:00Z,34_66,20
62-0231,5401,2007-09-05T00:00:00Z,34_66,16.9491525423729
62-0054,5401,2007-08-15T00:00:00Z,34_66,5.71428571428571
62-0055,5401,2007-08-15T00:00:00Z,34_66,66.6666666666667
62-0231,5401,2007-08-15T00:00:00Z,34_66,25.6756756756757
62-0054,5401,2007-07-30T00:00:00Z,34_66,4.16666666666667
62-0231,5401,2007-07-30T00:00:00Z,34_66,8.69565217391304
62-0047,5401,2007-07-26T00:00:00Z,34_66,NA
62-0054,5401,2007-07-10T00:00:00Z,34_66,0
62-0231,5401,2007-07-10T00:00:00Z,34_66,13.0841121495327
62-0055,5401,2007-07-09T00:00:00Z,34_66,50
62-0047,5401,2007-07-03T00:00:00Z,34_66,66.6666666666667
62-0054,5401,2007-06-21T00:00:00Z,34_66,14.7058823529412
62-0231,5401,2007-06-21T00:00:00Z,34_66,2.15827338129496
62-0055,5401,2007-06-20T00:00:00Z,34_66,11.5384615384615
62-0047,5401,2007-06-18T00:00:00Z,34_66,28.5714285714286
62-0054,5401,2007-06-04T00:00:00Z,34_66,1.49253731343284
62-0055,5401,2007-06-04T00:00:00Z,34_66,45.4545454545455
62-0231,5401,2007-06-04T00:00:00Z,34_66,0
62-0047,5401,2007-06-01T00:00:00Z,34_66,22.4137931034483
62-0054,5401,2007-05-04T00:00:00Z,34_66,0
62-0055,5401,2007-05-03T00:00:00Z,34_66,0
62-0054,5401,2006-09-28T00:00:00Z,34_66,2
62-0231,5401,2006-09-28T00:00:00Z,34_66,5
62-0055,5401,2006-09-27T00:00:00Z,34_66,0
62-0047,5401,2006-09-21T00:00:00Z,34_66,14
62-0054,5401,2006-09-07T00:00:00Z,34_66,0
62-0055,5401,2006-09-07T00:00:00Z,34_66,NA
62-0231,5401,2006-09-07T00:00:00Z,34_66,18
62-0047,5401,2006-09-05T00:00:00Z,34_66,0
62-0054,5401,2006-08-21T00:00:00Z,34_66,0
62-0231,5401,2006-08-21T00:00:00Z,34_66,0
62-0055,5401,2006-08-18T00:00:00Z,34_66,NA
62-0047,5401,2006-08-16T00:00:00Z,34_66,NA
62-0054,5401,2006-07-31T00:00:00Z,34_66,12
62-0055,5401,2006-07-28T00:00:00Z,34_66,0
62-0047,5401,2006-07-26T00:00:00Z,34_66,0
62-0054,5401,2006-07-06T00:00:00Z,34_66,0
62-0055,5401,2006-07-06T00:00:00Z,34_66,8
62-0047,5401,2006-06-30T00:00:00Z,34_66,50
62-0054,5401,2006-06-15T00:00:00Z,34_66,0
62-0055,5401,2006-06-14T00:00:00Z,34_66,16
62-0231,5401,2006-06-14T00:00:00Z,34_66,4
62-0047,5401,2006-06-12T00:00:00Z,34_66,11
62-0055,5401,2006-05-24T00:00:00Z,34_66,22
62-0054,5401,2006-05-23T00:00:00Z,34_66,0
62-0055,5401,2006-05-03T00:00:00Z,34_66,12
62-0054,5401,2006-04-25T00:00:00Z,34_66,NA
62-0054,5401,2005-11-02T00:00:00Z,34_66,2
62-0054,5401,2005-09-30T00:00:00Z,34_66,0
62-0231,5401,2005-09-30T00:00:00Z,34_66,20
62-0054,5401,2005-09-09T00:00:00Z,34_66,0
62-0055,5401,2005-09-09T00:00:00Z,34_66,100
62-0231,5401,2005-09-09T00:00:00Z,34_66,5
62-0054,5401,2005-08-19T00:00:00Z,34_66,13
62-0231,5401,2005-08-19T00:00:00Z,34_66,23
62-0047,5401,2005-08-15T00:00:00Z,34_66,0
62-0054,5401,2005-08-01T00:00:00Z,34_66,6
62-0055,5401,2005-08-01T00:00:00Z,34_66,NA
62-0231,5401,2005-08-01T00:00:00Z,34_66,17
62-0047,5401,2005-07-29T00:00:00Z,34_66,NA
62-0055,5401,2005-07-22T00:00:00Z,34_66,NA
62-0047,5401,2005-07-19T00:00:00Z,34_66,0
62-0054,5401,2005-07-07T00:00:00Z,34_66,8
62-0231,5401,2005-07-07T00:00:00Z,34_66,12
62-0055,5401,2005-07-06T00:00:00Z,34_66,0
62-0047,5401,2005-07-05T00:00:00Z,34_66,9
62-0054,5401,2005-06-14T00:00:00Z,34_66,0
62-0055,5401,2005-06-14T00:00:00Z,34_66,42
62-0231,5401,2005-06-14T00:00:00Z,34_66,1
62-0047,5401,2005-06-13T00:00:00Z,34_66,6
62-0054,5401,2005-05-26T00:00:00Z,34_66,6
62-0055,5401,2005-05-26T00:00:00Z,34_66,15
62-0231,5401,2005-05-26T00:00:00Z,34_66,10
62-0047,5401,2005-05-25T00:00:00Z,34_66,18
62-0055,5401,2005-05-04T00:00:00Z,34_66,50
62-0054,5401,2005-05-02T00:00:00Z,34_66,13
62-0047,5401,2004-09-24T00:00:00Z,34_66,0
62-0054,5401,2004-09-08T00:00:00Z,34_66,50
62-0231,5401,2004-09-08T00:00:00Z,34_66,50
62-0055,5401,2004-09-07T00:00:00Z,34_66,0
62-0047,5401,2004-09-01T00:00:00Z,34_66,0
62-0054,5401,2004-08-18T00:00:00Z,34_66,0
62-0231,5401,2004-08-18T00:00:00Z,34_66,0
62-0047,5401,2004-08-17T00:00:00Z,34_66,11
62-0055,5401,2004-08-16T00:00:00Z,34_66,14
62-0054,5401,2004-07-28T00:00:00Z,34_66,100
62-0231,5401,2004-07-28T00:00:00Z,34_66,0
62-0047,5401,2004-07-23T00:00:00Z,34_66,0
62-0054,5401,2004-07-13T00:00:00Z,34_66,0
62-0231,5401,2004-07-13T00:00:00Z,34_66,51
62-0055,5401,2004-07-07T00:00:00Z,34_66,31
62-0047,5401,2004-07-06T00:00:00Z,34_66,17
62-0047,5401,2004-06-17T00:00:00Z,34_66,6
62-0054,5401,2004-06-16T00:00:00Z,34_66,0
62-0231,5401,2004-06-16T00:00:00Z,34_66,6
62-0054,5401,2004-05-25T00:00:00Z,34_66,0
62-0055,5401,2004-05-25T00:00:00Z,34_66,0
62-0231,5401,2004-05-25T00:00:00Z,34_66,12
62-0047,5401,2004-05-19T00:00:00Z,34_66,14
62-0054,5401,2004-05-05T00:00:00Z,34_66,4
62-0055,5401,2004-05-04T00:00:00Z,34_66,0
62-0231,5401,2004-05-04T00:00:00Z,34_66,11
62-0054,5401,2003-09-29T00:00:00Z,34_66,4
62-0231,5401,2003-09-29T00:00:00Z,34_66,NA
62-0055,5401,2003-09-25T00:00:00Z,34_66,40
62-0047,5401,2003-09-17T00:00:00Z,34_66,14
62-0054,5401,2003-09-08T00:00:00Z,34_66,0
62-0231,5401,2003-09-08T00:00:00Z,34_66,41
62-0055,5401,2003-09-05T00:00:00Z,34_66,NA
62-0054,5401,2003-08-21T00:00:00Z,34_66,25
62-0055,5401,2003-08-21T00:00:00Z,34_66,0
62-0047,5401,2003-08-19T00:00:00Z,34_66,50
62-0231,5401,2003-08-19T00:00:00Z,34_66,13
62-0054,5401,2003-08-05T00:00:00Z,34_66,0
62-0055,5401,2003-08-05T00:00:00Z,34_66,NA
62-0047,5401,2003-08-04T00:00:00Z,34_66,NA
62-0231,5401,2003-07-30T00:00:00Z,34_66,42
62-0054,5401,2003-07-15T00:00:00Z,34_66,0
62-0055,5401,2003-07-15T00:00:00Z,34_66,33
62-0231,5401,2003-07-15T00:00:00Z,34_66,8
62-0047,5401,2003-07-14T00:00:00Z,34_66,55
62-0231,5401,2003-06-26T00:00:00Z,34_66,18
62-0054,5401,2003-06-24T00:00:00Z,34_66,2
62-0055,5401,2003-06-24T00:00:00Z,34_66,NA
62-0047,5401,2003-06-23T00:00:00Z,34_66,13
62-0231,5401,2003-06-09T00:00:00Z,34_66,8
62-0054,5401,2003-06-04T00:00:00Z,34_66,6
62-0055,5401,2003-06-04T00:00:00Z,34_66,NA
62-0054,5401,2003-05-06T00:00:00Z,34_66,0
62-0231,5401,2003-05-06T00:00:00Z,34_66,61
62-0055,5401,2003-05-02T00:00:00Z,34_66,0
62-0055,5401,2002-09-26T00:00:00Z,34_66,NA
62-0047,5401,2002-09-24T00:00:00Z,34_66,NA
62-0054,5401,2002-09-20T00:00:00Z,34_66,0
62-0055,5401,2002-09-09T00:00:00Z,34_66,NA
62-0047,5401,2002-09-03T00:00:00Z,34_66,NA
62-0054,5401,2002-08-27T00:00:00Z,34_66,NA
62-0055,5401,2002-08-19T00:00:00Z,34_66,NA
62-0047,5401,2002-08-14T00:00:00Z,34_66,100
62-0054,5401,2002-08-06T00:00:00Z,34_66,0
62-0055,5401,2002-07-31T00:00:00Z,34_66,NA
62-0055,5401,2002-07-30T00:00:00Z,34_66,33.3333333333333
62-0047,5401,2002-07-26T00:00:00Z,34_66,NA
62-0054,5401,2002-07-23T00:00:00Z,34_66,0
62-0055,5401,2002-07-15T00:00:00Z,34_66,13
62-0047,5401,2002-07-09T00:00:00Z,34_66,50
62-0054,5401,2002-07-03T00:00:00Z,34_66,0
62-0055,5401,2002-06-19T00:00:00Z,34_66,0
62-0047,5401,2002-06-12T00:00:00Z,34_66,39
62-0054,5401,2002-06-06T00:00:00Z,34_66,0
62-0055,5401,2002-05-30T00:00:00Z,34_66,0
62-0047,5401,2002-05-21T00:00:00Z,34_66,0
62-0054,5401,2002-05-14T00:00:00Z,34_66,0
62-0055,5401,2002-05-06T00:00:00Z,34_66,5
62-0055,5401,2001-09-27T00:00:00Z,34_66,2
62-0054,5401,2001-09-25T00:00:00Z,34_66,0
62-0047,5401,2001-09-14T00:00:00Z,34_66,14
62-0055,5401,2001-09-06T00:00:00Z,34_66,4
62-0054,5401,2001-09-04T00:00:00Z,34_66,0
62-0047,5401,2001-08-23T00:00:00Z,34_66,0
62-0055,5401,2001-08-15T00:00:00Z,34_66,NA
62-0054,5401,2001-08-14T00:00:00Z,34_66,0
62-0047,5401,2001-08-03T00:00:00Z,34_66,0
62-0055,5401,2001-07-26T00:00:00Z,34_66,0
62-0054,5401,2001-07-24T00:00:00Z,34_66,0
62-0047,5401,2001-07-06T00:00:00Z,34_66,14
62-0055,5401,2001-07-05T00:00:00Z,34_66,0
62-0054,5401,2001-07-02T00:00:00Z,34_66,0
62-0055,5401,2001-06-15T00:00:00Z,34_66,1
62-0054,5401,2001-06-11T00:00:00Z,34_66,0
62-0055,5401,2001-05-29T00:00:00Z,34_66,0
62-0054,5401,2001-05-21T00:00:00Z,34_66,0
62-0055,5401,2001-05-01T00:00:00Z,34_66,0
62-0055,5401,2000-09-29T00:00:00Z,34_66,0
62-0047,5401,2000-09-26T00:00:00Z,34_66,0
62-0054,5401,2000-09-20T00:00:00Z,34_66,0
62-0055,5401,2000-09-14T00:00:00Z,34_66,33
62-0047,5401,2000-09-08T00:00:00Z,34_66,NA
62-0054,5401,2000-08-30T00:00:00Z,34_66,0
62-0055,5401,2000-08-25T00:00:00Z,34_66,50
62-0047,5401,2000-08-18T00:00:00Z,34_66,67
62-0054,5401,2000-08-09T00:00:00Z,34_66,0
62-0055,5401,2000-08-04T00:00:00Z,34_66,6
62-0047,5401,2000-07-28T00:00:00Z,34_66,100
62-0054,5401,2000-07-24T00:00:00Z,34_66,0
62-0055,5401,2000-06-21T00:00:00Z,34_66,0
62-0047,5401,2000-06-12T00:00:00Z,34_66,0
62-0054,5401,2000-06-09T00:00:00Z,34_66,0
62-0055,5401,2000-05-31T00:00:00Z,34_66,0
62-0047,5401,2000-05-24T00:00:00Z,34_66,13
62-0054,5401,2000-05-23T00:00:00Z,34_66,0
62-0055,5401,2000-05-09T00:00:00Z,34_66,NA
62-0047,5401,1999-09-02T00:00:00Z,34_66,0
62-0055,5401,1999-09-01T00:00:00Z,34_66,0
62-0055,5401,1999-08-11T00:00:00Z,34_66,0
62-0047,5401,1999-08-10T00:00:00Z,34_66,0
62-0055,5401,1999-07-20T00:00:00Z,34_66,0
62-0047,5401,1999-07-16T00:00:00Z,34_66,0
62-0055,5401,1999-06-25T00:00:00Z,34_66,4
62-0055,5401,1999-06-07T00:00:00Z,34_66,75
62-0047,5401,1999-05-28T00:00:00Z,34_66,10
62-0055,5401,1999-05-04T00:00:00Z,34_66,10
62-0055,5401,1998-09-21T00:00:00Z,34_66,NA
62-0054,5401,1998-09-16T00:00:00Z,34_66,0
62-0055,5401,1998-08-14T00:00:00Z,34_66,NA
62-0054,5401,1998-08-06T00:00:00Z,34_66,0
62-0055,5401,1998-07-27T00:00:00Z,34_66,NA
62-0054,5401,1998-07-15T00:00:00Z,34_66,0
62-0055,5401,1998-07-06T00:00:00Z,34_66,0
62-0054,5401,1998-06-24T00:00:00Z,34_66,0
62-0055,5401,1998-06-15T00:00:00Z,34_66,0
62-0054,5401,1998-06-01T00:00:00Z,34_66,0
62-0055,5401,1998-05-26T00:00:00Z,34_66,3
62-0054,5401,1998-05-14T00:00:00Z,34_66,8
62-0055,5401,1998-05-05T00:00:00Z,34_66,18
62-0055,5401,1997-09-29T00:00:00Z,34_66,NA
62-0054,5401,1997-09-23T00:00:00Z,34_66,11
62-0055,5401,1997-09-15T00:00:00Z,34_66,0
62-0054,5401,1997-09-08T00:00:00Z,34_66,2
62-0055,5401,1997-08-27T00:00:00Z,34_66,0
62-0054,5401,1997-08-15T00:00:00Z,34_66,0
62-0055,5401,1997-08-01T00:00:00Z,34_66,14
62-0054,5401,1997-07-29T00:00:00Z,34_66,0
62-0055,5401,1997-07-14T00:00:00Z,34_66,25
62-0054,5401,1997-07-07T00:00:00Z,34_66,0
62-0055,5401,1997-06-17T00:00:00Z,34_66,3
62-0054,5401,1997-06-10T00:00:00Z,34_66,0
62-0055,5401,1997-05-28T00:00:00Z,34_66,0
62-0054,5401,1997-05-19T00:00:00Z,34_66,0
62-0055,5401,1997-05-07T00:00:00Z,34_66,0
62-0055,5401,1996-09-25T00:00:00Z,34_66,0
62-0054,5401,1996-09-23T00:00:00Z,34_66,6
62-0055,5401,1996-09-11T00:00:00Z,34_66,0
62-0054,5401,1996-09-05T00:00:00Z,34_66,14
62-0055,5401,1996-08-26T00:00:00Z,34_66,20
62-0054,5401,1996-08-13T00:00:00Z,34_66,0
62-0055,5401,1996-07-31T00:00:00Z,34_66,0
62-0054,5401,1996-07-19T00:00:00Z,34_66,0
62-0055,5401,1996-07-10T00:00:00Z,34_66,2
62-0054,5401,1996-07-02T00:00:00Z,34_66,0
62-0055,5401,1996-06-20T00:00:00Z,34_66,2
62-0054,5401,1996-06-13T00:00:00Z,34_66,0
62-0055,5401,1996-05-30T00:00:00Z,34_66,32
62-0054,5401,1996-05-23T00:00:00Z,34_66,0
62-0055,5401,1996-05-07T00:00:00Z,34_66,NA
62-0054,5401,1995-09-28T00:00:00Z,34_66,18
62-0055,5401,1995-09-25T00:00:00Z,34_66,50
62-0054,5401,1995-09-13T00:00:00Z,34_66,0
62-0055,5401,1995-09-11T00:00:00Z,34_66,0
62-0054,5401,1995-08-28T00:00:00Z,34_66,NA
62-0055,5401,1995-08-17T00:00:00Z,34_66,0
62-0054,5401,1995-08-03T00:00:00Z,34_66,0
62-0055,5401,1995-07-31T00:00:00Z,34_66,0
62-0054,5401,1995-07-21T00:00:00Z,34_66,0
62-0055,5401,1995-07-13T00:00:00Z,34_66,11
62-0054,5401,1995-06-27T00:00:00Z,34_66,1
62-0055,5401,1995-06-20T00:00:00Z,34_66,5
62-0054,5401,1995-06-06T00:00:00Z,34_66,44
62-0055,5401,1995-05-24T00:00:00Z,34_66,6
62-0054,5401,1995-05-17T00:00:00Z,34_66,0
62-0055,5401,1995-05-03T00:00:00Z,34_66,0
62-0055,5401,1994-09-28T00:00:00Z,34_66,5
62-0054,5401,1994-09-21T00:00:00Z,34_66,9
62-0055,5401,1994-09-08T00:00:00Z,34_66,0
62-0054,5401,1994-09-03T00:00:00Z,34_66,14
62-0054,5401,1994-08-31T00:00:00Z,34_66,6
62-0055,5401,1994-08-16T00:00:00Z,34_66,0
62-0054,5401,1994-08-08T00:00:00Z,34_66,22
62-0055,5401,1994-08-02T00:00:00Z,34_66,15
62-0054,5401,1994-07-18T00:00:00Z,34_66,10
62-0055,5401,1994-07-11T00:00:00Z,34_66,7
62-0054,5401,1994-06-27T00:00:00Z,34_66,0
62-0055,5401,1994-06-21T00:00:00Z,34_66,3
62-0054,5401,1994-06-06T00:00:00Z,34_66,4
62-0055,5401,1994-05-26T00:00:00Z,34_66,9
62-0054,5401,1994-05-20T00:00:00Z,34_66,0
62-0055,5401,1994-05-06T00:00:00Z,34_66,34
62-0055,5401,1993-09-24T00:00:00Z,34_66,10
62-0054,5401,1993-09-22T00:00:00Z,34_66,17
62-0054,5401,1993-09-03T00:00:00Z,34_66,14
62-0055,5401,1993-09-01T00:00:00Z,34_66,6
62-0054,5401,1993-08-20T00:00:00Z,34_66,33
62-0055,5401,1993-08-17T00:00:00Z,34_66,5
62-0054,5401,1993-08-02T00:00:00Z,34_66,0
62-0055,5401,1993-07-29T00:00:00Z,34_66,4
62-0054,5401,1993-07-12T00:00:00Z,34_66,10
62-0055,5401,1993-07-08T00:00:00Z,34_66,8
62-0054,5401,1993-06-15T00:00:00Z,34_66,2
62-0055,5401,1993-06-14T00:00:00Z,34_66,0
62-0054,5401,1993-05-26T00:00:00Z,34_66,53
62-0055,5401,1993-05-25T00:00:00Z,34_66,5
62-0055,5401,1993-05-05T00:00:00Z,34_66,50
62-0054,5401,1992-09-24T00:00:00Z,34_66,16
62-0055,5401,1992-09-24T00:00:00Z,34_66,11
62-0054,5401,1992-09-09T00:00:00Z,34_66,0
62-0055,5401,1992-09-09T00:00:00Z,34_66,0
62-0054,5401,1992-08-17T00:00:00Z,34_66,0
62-0055,5401,1992-08-17T00:00:00Z,34_66,54
62-0054,5401,1992-07-30T00:00:00Z,34_66,0
62-0055,5401,1992-07-29T00:00:00Z,34_66,9
62-0055,5401,1992-07-10T00:00:00Z,34_66,4
62-0055,5401,1992-07-10T00:00:00Z,34_66,16
62-0054,5401,1992-07-09T00:00:00Z,34_66,4
62-0054,5401,1992-06-15T00:00:00Z,34_66,1
62-0055,5401,1992-06-15T00:00:00Z,34_66,6
62-0055,5401,1992-05-29T00:00:00Z,34_66,20
62-0054,5401,1992-05-28T00:00:00Z,34_66,2
62-0055,5401,1992-05-06T00:00:00Z,34_66,56
62-0054,5401,1991-09-24T00:00:00Z,34_66,24
62-0055,5401,1991-09-24T00:00:00Z,34_66,33
62-0055,5401,1991-09-03T00:00:00Z,34_66,71
62-0055,5401,1991-09-03T00:00:00Z,34_66,NA
62-0054,5401,1991-08-27T00:00:00Z,34_66,NA
62-0055,5401,1991-08-16T00:00:00Z,34_66,NA
62-0054,5401,1991-08-05T00:00:00Z,34_66,NA
62-0055,5401,1991-07-18T00:00:00Z,34_66,NA
62-0055,5401,1991-07-02T00:00:00Z,34_66,0
62-0055,5401,1991-06-12T00:00:00Z,34_66,53
62-0055,5401,1991-05-28T00:00:00Z,34_66,NA
62-0054,5401,1991-05-13T00:00:00Z,34_66,38
62-0055,5401,1991-05-06T00:00:00Z,34_66,0
62-0055,5401,1991-04-10T00:00:00Z,34_66,0
62-0055,5401,1990-11-01T00:00:00Z,34_66,8
62-0054,5401,1990-09-25T00:00:00Z,34_66,0
62-0055,5401,1990-09-21T00:00:00Z,34_66,0
62-0055,5401,1990-09-04T00:00:00Z,34_66,63
62-0054,5401,1990-08-28T00:00:00Z,34_66,48
62-0055,5401,1990-08-21T00:00:00Z,34_66,0
62-0054,5401,1990-08-07T00:00:00Z,34_66,0
62-0055,5401,1990-08-02T00:00:00Z,34_66,20
62-0054,5401,1990-07-16T00:00:00Z,34_66,22
62-0055,5401,1990-07-06T00:00:00Z,34_66,14
62-0055,5401,1990-06-18T00:00:00Z,34_66,42
62-0054,5401,1990-06-15T00:00:00Z,34_66,5
62-0055,5401,1990-05-29T00:00:00Z,34_66,100
62-0054,5401,1990-05-22T00:00:00Z,34_66,6
62-0055,5401,1990-05-15T00:00:00Z,34_66,33
62-0054,5401,1990-04-20T00:00:00Z,34_66,0
62-0055,5401,1990-04-20T00:00:00Z,34_66,33
62-0055,5401,1990-03-30T00:00:00Z,34_66,NA
62-0055,5401,1990-02-08T00:00:00Z,34_66,NA
62-0055,5401,1990-01-08T00:00:00Z,34_66,11
62-0055,5401,1989-12-13T00:00:00Z,34_66,100
62-0055,5401,1989-10-24T00:00:00Z,34_66,5
62-0054,5401,1989-10-09T00:00:00Z,34_66,30
62-0055,5401,1989-09-22T00:00:00Z,34_66,50
62-0054,5401,1989-09-08T00:00:00Z,34_66,29
62-0055,5401,1989-08-30T00:00:00Z,34_66,NA
62-0055,5401,1989-08-09T00:00:00Z,34_66,NA
62-0054,5401,1989-08-03T00:00:00Z,34_66,14
62-0055,5401,1989-07-24T00:00:00Z,34_66,0
62-0055,5401,1989-07-10T00:00:00Z,34_66,0
62-0054,5401,1989-06-28T00:00:00Z,34_66,2
62-0055,5401,1989-06-20T00:00:00Z,34_66,8
62-0055,5401,1989-06-06T00:00:00Z,34_66,7
62-0054,5401,1989-06-01T00:00:00Z,34_66,1
62-0055,5401,1989-05-17T00:00:00Z,34_66,14
62-0055,5401,1989-05-03T00:00:00Z,34_66,100
62-0054,5401,1989-04-27T00:00:00Z,34_66,0
62-0055,5401,1989-04-13T00:00:00Z,34_66,0
62-0055,5401,1989-03-09T00:00:00Z,34_66,14
62-0055,5401,1989-02-13T00:00:00Z,34_66,0
62-0055,5401,1989-01-11T00:00:00Z,34_66,14
62-0055,5401,1988-11-01T00:00:00Z,34_66,NA
62-0055,5401,1988-10-13T00:00:00Z,34_66,NA
62-0055,5401,1988-09-22T00:00:00Z,34_66,0
62-0054,5401,1988-09-09T00:00:00Z,34_66,42
