DNR_ID,site,date,sizeRange,count
62_0067,202,2020-08-10,167_199,5
62_0067,202,2020-08-22,167_199,7
62_0067,202,2020-09-17,167_199,1
62_0067,202,2020-05-06,167_199,4
62_0075,202,2020-05-08,167_199,0
62_0075,202,2020-05-28,167_199,0
62_0075,202,2020-06-16,167_199,0
62_0075,202,2020-07-06,167_199,0
62_0075,202,2020-07-24,167_199,0
62_0075,202,2020-08-12,167_199,0
62_0075,202,2020-09-02,167_199,6
62_0075,202,2020-09-15,167_199,0
62_0078,101,2020-05-06,167_199,4
62_0078,101,2020-05-27,167_199,28
62_0078,101,2020-06-15,167_199,4
62_0078,101,2020-07-02,167_199,2
62_0078,101,2020-07-22,167_199,0
62_0078,101,2020-08-07,167_199,0
62_0078,101,2020-08-27,167_199,0
62_0078,101,2020-09-17,167_199,0
62_0083,204,2020-05-06,167_199,0
62_0083,204,2020-05-27,167_199,0
62_0083,204,2020-06-12,167_199,36
62_0083,204,2020-07-21,167_199,0
62_0083,204,2020-08-10,167_199,0
62_0083,204,2020-08-24,167_199,0
62_0083,204,2020-09-14,167_199,0
62_0083,204,2020-06-29,167_199,0
62_0225,201,2020-04-15,167_199,0
62_0225,201,2020-05-05,167_199,0
62_0225,201,2020-05-20,167_199,0
62_0225,201,2020-06-11,167_199,0
62_0225,201,2020-07-01,167_199,0
62_0225,201,2020-07-23,167_199,0
62_0225,201,2020-08-06,167_199,3
62_0225,201,2020-08-26,167_199,0
62_0225,201,2020-09-11,167_199,0
62_0225,201,2020-10-09,167_199,0
62_0231,201,2020-04-13,167_199,0
62_0231,201,2020-05-04,167_199,0
62_0231,201,2020-05-18,167_199,0
62_0231,201,2020-06-10,167_199,8
62_0231,201,2020-06-26,167_199,39
62_0231,201,2020-07-17,167_199,0
62_0231,201,2020-08-05,167_199,0
62_0231,201,2020-08-20,167_199,0
62_0231,201,2020-09-10,167_199,0
62_0231,201,2020-10-08,167_199,0
82_0167,234,2020-05-14,167_199,5
82_0167,234,2020-06-08,167_199,11
82_0167,234,2020-06-24,167_199,0
82_0167,234,2020-07-16,167_199,0
82_0167,234,2020-07-31,167_199,0
82_0167,234,2020-08-21,167_199,2
82_0167,234,2020-09-04,167_199,5
82_0167,234,2020-09-23,167_199,0
02_0003,204,2020-05-13,200_233,0
02_0003,204,2020-06-04,200_233,0
02_0003,204,2020-06-25,200_233,0
02_0003,204,2020-07-15,200_233,0
02_0003,204,2020-07-31,200_233,0
02_0003,204,2020-08-18,200_233,0
02_0003,204,2020-09-04,200_233,0
02_0003,204,2020-09-24,200_233,0
62_0002,207,2020-05-13,200_233,14
62_0002,207,2020-06-04,200_233,4
62_0002,207,2020-06-24,200_233,0
62_0002,207,2020-07-15,200_233,0
62_0002,207,2020-07-31,200_233,1
62_0002,207,2020-08-18,200_233,18
62_0002,207,2020-09-04,200_233,0
62_0002,207,2020-09-24,200_233,0
62_0047,201,2020-04-15,200_233,0
62_0047,201,2020-05-05,200_233,0
62_0047,201,2020-05-20,200_233,0
62_0047,201,2020-06-11,200_233,0
62_0047,201,2020-07-01,200_233,0
62_0047,201,2020-07-23,200_233,0
62_0047,201,2020-08-06,200_233,0
62_0047,201,2020-08-26,200_233,0
62_0047,201,2020-09-11,200_233,0
62_0047,201,2020-10-09,200_233,0
62_0054,101,2020-07-17,200_233,1
62_0054,101,2020-04-13,200_233,0
62_0054,101,2020-05-04,200_233,0
62_0054,101,2020-05-18,200_233,0
62_0054,101,2020-06-10,200_233,5
62_0054,101,2020-06-25,200_233,4
62_0054,101,2020-08-05,200_233,2
62_0054,101,2020-08-20,200_233,2
62_0054,101,2020-09-10,200_233,1
62_0054,101,2020-10-08,200_233,0
62_0055,201,2020-04-10,200_233,0
62_0055,201,2020-05-01,200_233,0
62_0055,201,2020-05-17,200_233,0
62_0055,201,2020-05-21,200_233,0
62_0055,201,2020-05-26,200_233,0
62_0055,201,2020-06-26,200_233,0
62_0055,201,2020-07-14,200_233,0
62_0055,201,2020-08-03,200_233,0
62_0055,201,2020-08-20,200_233,0
62_0055,201,2020-09-06,200_233,0
62_0055,201,2020-09-09,200_233,0
62_0055,201,2020-10-05,200_233,0
62_0055,201,2020-10-23,200_233,0
62_0057,401,2020-05-07,200_233,0
62_0057,401,2020-06-02,200_233,1
62_0057,401,2020-06-15,200_233,0
62_0057,401,2020-07-02,200_233,0
62_0057,401,2020-07-22,200_233,0
62_0057,401,2020-08-07,200_233,0
62_0057,401,2020-08-27,200_233,0
62_0057,401,2020-09-17,200_233,0
62_0061,208,2020-05-08,200_233,0
62_0061,208,2020-05-28,200_233,0
62_0061,208,2020-06-16,200_233,0
62_0061,208,2020-07-06,200_233,0
62_0061,208,2020-07-24,200_233,0
62_0061,208,2020-08-12,200_233,0
62_0061,208,2020-09-02,200_233,5
62_0061,208,2020-09-15,200_233,0
62_0067,202,2020-05-27,200_233,8
62_0067,202,2020-06-12,200_233,1
62_0067,202,2020-06-29,200_233,0
62_0067,202,2020-07-21,200_233,0
62_0067,202,2020-08-10,200_233,2
62_0067,202,2020-08-22,200_233,6
62_0067,202,2020-09-17,200_233,0
62_0067,202,2020-05-06,200_233,0
62_0075,202,2020-05-08,200_233,0
62_0075,202,2020-05-28,200_233,0
62_0075,202,2020-06-16,200_233,0
62_0075,202,2020-07-06,200_233,0
62_0075,202,2020-07-24,200_233,0
62_0075,202,2020-08-12,200_233,0
62_0075,202,2020-09-02,200_233,4
62_0075,202,2020-09-15,200_233,0
62_0078,101,2020-05-06,200_233,3
62_0078,101,2020-05-27,200_233,16
62_0078,101,2020-06-15,200_233,2
62_0078,101,2020-07-02,200_233,3
62_0078,101,2020-07-22,200_233,0
62_0078,101,2020-08-07,200_233,0
62_0078,101,2020-08-27,200_233,0
62_0078,101,2020-09-17,200_233,0
62_0083,204,2020-05-06,200_233,0
62_0083,204,2020-05-27,200_233,0
62_0083,204,2020-06-12,200_233,10
62_0083,204,2020-07-21,200_233,0
62_0083,204,2020-08-10,200_233,0
62_0083,204,2020-08-24,200_233,0
62_0083,204,2020-09-14,200_233,0
62_0083,204,2020-06-29,200_233,0
62_0225,201,2020-04-15,200_233,0
62_0225,201,2020-05-05,200_233,0
62_0225,201,2020-05-20,200_233,0
62_0225,201,2020-06-11,200_233,0
62_0225,201,2020-07-01,200_233,0
62_0225,201,2020-07-23,200_233,0
62_0225,201,2020-08-06,200_233,3
62_0225,201,2020-08-26,200_233,2
62_0225,201,2020-09-11,200_233,0
62_0225,201,2020-10-09,200_233,0
62_0231,201,2020-04-13,200_233,0
62_0231,201,2020-05-04,200_233,0
62_0231,201,2020-05-18,200_233,0
62_0231,201,2020-06-10,200_233,0
62_0231,201,2020-06-26,200_233,11
62_0231,201,2020-07-17,200_233,0
62_0231,201,2020-08-05,200_233,0
62_0231,201,2020-08-20,200_233,0
62_0231,201,2020-09-10,200_233,0
62_0231,201,2020-10-08,200_233,0
82_0167,234,2020-05-14,200_233,2
82_0167,234,2020-06-08,200_233,6
82_0167,234,2020-06-24,200_233,0
82_0167,234,2020-07-16,200_233,1
82_0167,234,2020-07-31,200_233,0
82_0167,234,2020-08-21,200_233,2
82_0167,234,2020-09-04,200_233,0
82_0167,234,2020-09-23,200_233,0
02_0003,204,2020-05-13,234_266,0
02_0003,204,2020-06-04,234_266,0
02_0003,204,2020-06-25,234_266,0
02_0003,204,2020-07-15,234_266,0
02_0003,204,2020-07-31,234_266,0
02_0003,204,2020-08-18,234_266,0
02_0003,204,2020-09-04,234_266,0
02_0003,204,2020-09-24,234_266,0
62_0002,207,2020-05-13,234_266,0
62_0002,207,2020-06-04,234_266,0
62_0002,207,2020-06-24,234_266,0
62_0002,207,2020-07-15,234_266,0
62_0002,207,2020-07-31,234_266,0
62_0002,207,2020-08-18,234_266,2
62_0002,207,2020-09-04,234_266,0
62_0002,207,2020-09-24,234_266,0
62_0047,201,2020-04-15,234_266,0
62_0047,201,2020-05-05,234_266,0
62_0047,201,2020-05-20,234_266,0
62_0047,201,2020-06-11,234_266,0
62_0047,201,2020-07-01,234_266,0
62_0047,201,2020-07-23,234_266,0
62_0047,201,2020-08-06,234_266,0
62_0047,201,2020-08-26,234_266,0
62_0047,201,2020-09-11,234_266,0
62_0047,201,2020-10-09,234_266,0
62_0054,101,2020-07-17,234_266,2
62_0054,101,2020-04-13,234_266,0
62_0054,101,2020-05-04,234_266,0
62_0054,101,2020-05-18,234_266,1
62_0054,101,2020-06-10,234_266,10
62_0054,101,2020-06-25,234_266,14
62_0054,101,2020-08-05,234_266,4
62_0054,101,2020-08-20,234_266,3
62_0054,101,2020-09-10,234_266,0
62_0054,101,2020-10-08,234_266,0
62_0055,201,2020-04-10,234_266,0
62_0055,201,2020-05-01,234_266,0
62_0055,201,2020-05-17,234_266,0
62_0055,201,2020-05-21,234_266,0
62_0055,201,2020-05-26,234_266,0
62_0055,201,2020-06-26,234_266,0
62_0055,201,2020-07-14,234_266,0
62_0055,201,2020-08-03,234_266,0
62_0055,201,2020-08-20,234_266,0
62_0055,201,2020-09-06,234_266,0
62_0055,201,2020-09-09,234_266,0
62_0055,201,2020-10-05,234_266,0
62_0055,201,2020-10-23,234_266,0
62_0057,401,2020-05-07,234_266,0
62_0057,401,2020-06-02,234_266,0
62_0057,401,2020-06-15,234_266,0
62_0057,401,2020-07-02,234_266,0
62_0057,401,2020-07-22,234_266,0
62_0057,401,2020-08-07,234_266,0
62_0057,401,2020-08-27,234_266,0
62_0057,401,2020-09-17,234_266,0
62_0061,208,2020-05-08,234_266,0
62_0061,208,2020-05-28,234_266,0
62_0061,208,2020-06-16,234_266,0
62_0061,208,2020-07-06,234_266,0
62_0061,208,2020-07-24,234_266,0
62_0061,208,2020-08-12,234_266,0
62_0061,208,2020-09-02,234_266,3
62_0061,208,2020-09-15,234_266,0
62_0067,202,2020-05-27,234_266,0
62_0067,202,2020-06-12,234_266,1
62_0067,202,2020-06-29,234_266,0
62_0067,202,2020-07-21,234_266,0
62_0067,202,2020-08-10,234_266,0
62_0067,202,2020-08-22,234_266,6
62_0067,202,2020-09-17,234_266,0
62_0067,202,2020-05-06,234_266,0
62_0075,202,2020-05-08,234_266,0
62_0075,202,2020-05-28,234_266,0
62_0075,202,2020-06-16,234_266,0
62_0075,202,2020-07-06,234_266,0
62_0075,202,2020-07-24,234_266,0
62_0075,202,2020-08-12,234_266,0
62_0075,202,2020-09-02,234_266,1
62_0075,202,2020-09-15,234_266,0
62_0078,101,2020-05-06,234_266,0
62_0078,101,2020-05-27,234_266,7
62_0078,101,2020-06-15,234_266,2
62_0078,101,2020-07-02,234_266,11
62_0078,101,2020-07-22,234_266,0
62_0078,101,2020-08-07,234_266,0
62_0078,101,2020-08-27,234_266,0
62_0078,101,2020-09-17,234_266,0
62_0083,204,2020-05-06,234_266,0
62_0083,204,2020-05-27,234_266,0
62_0083,204,2020-06-12,234_266,4
62_0083,204,2020-07-21,234_266,0
62_0083,204,2020-08-10,234_266,0
62_0083,204,2020-08-24,234_266,0
62_0083,204,2020-09-14,234_266,0
62_0083,204,2020-06-29,234_266,0
62_0225,201,2020-04-15,234_266,0
62_0225,201,2020-05-05,234_266,0
62_0225,201,2020-05-20,234_266,0
62_0225,201,2020-06-11,234_266,0
62_0225,201,2020-07-01,234_266,0
62_0225,201,2020-07-23,234_266,0
62_0225,201,2020-08-06,234_266,0
62_0225,201,2020-08-26,234_266,0
62_0225,201,2020-09-11,234_266,0
62_0225,201,2020-10-09,234_266,0
62_0231,201,2020-04-13,234_266,0
62_0231,201,2020-05-04,234_266,0
62_0231,201,2020-05-18,234_266,0
62_0231,201,2020-06-10,234_266,0
62_0231,201,2020-06-26,234_266,4
62_0231,201,2020-07-17,234_266,0
62_0231,201,2020-08-05,234_266,0
62_0231,201,2020-08-20,234_266,0
62_0231,201,2020-09-10,234_266,0
62_0231,201,2020-10-08,234_266,0
82_0167,234,2020-05-14,234_266,0
82_0167,234,2020-06-08,234_266,0
82_0167,234,2020-06-24,234_266,0
82_0167,234,2020-07-16,234_266,0
82_0167,234,2020-07-31,234_266,0
82_0167,234,2020-08-21,234_266,2
82_0167,234,2020-09-04,234_266,0
82_0167,234,2020-09-23,234_266,0
02_0003,204,2020-05-13,total_Daphnia,18
02_0003,204,2020-06-04,total_Daphnia,147
02_0003,204,2020-06-25,total_Daphnia,7
02_0003,204,2020-07-15,total_Daphnia,6
02_0003,204,2020-07-31,total_Daphnia,0
02_0003,204,2020-08-18,total_Daphnia,8
02_0003,204,2020-09-04,total_Daphnia,1
02_0003,204,2020-09-24,total_Daphnia,0
62_0002,207,2020-05-13,total_Daphnia,103
62_0002,207,2020-06-04,total_Daphnia,46
62_0002,207,2020-06-24,total_Daphnia,28
62_0002,207,2020-07-15,total_Daphnia,8
62_0002,207,2020-07-31,total_Daphnia,9
62_0002,207,2020-08-18,total_Daphnia,70
62_0002,207,2020-09-04,total_Daphnia,4
62_0002,207,2020-09-24,total_Daphnia,29
62_0047,201,2020-04-15,total_Daphnia,4
62_0047,201,2020-05-05,total_Daphnia,16
62_0047,201,2020-05-20,total_Daphnia,18
62_0047,201,2020-06-11,total_Daphnia,154
62_0047,201,2020-07-01,total_Daphnia,13
62_0047,201,2020-07-23,total_Daphnia,14
62_0047,201,2020-08-06,total_Daphnia,4
62_0047,201,2020-08-26,total_Daphnia,90
62_0047,201,2020-09-11,total_Daphnia,52
62_0047,201,2020-10-09,total_Daphnia,60
62_0054,101,2020-07-17,total_Daphnia,17
62_0054,101,2020-04-13,total_Daphnia,2
62_0054,101,2020-05-04,total_Daphnia,16
62_0054,101,2020-05-18,total_Daphnia,56
62_0054,101,2020-06-10,total_Daphnia,27
62_0054,101,2020-06-25,total_Daphnia,60
62_0054,101,2020-08-05,total_Daphnia,12
62_0054,101,2020-08-20,total_Daphnia,10
62_0054,101,2020-09-10,total_Daphnia,10
62_0054,101,2020-10-08,total_Daphnia,9
62_0055,201,2020-04-10,total_Daphnia,5
62_0055,201,2020-05-01,total_Daphnia,14
62_0055,201,2020-05-17,total_Daphnia,16
62_0055,201,2020-05-21,total_Daphnia,28
62_0055,201,2020-05-26,total_Daphnia,8
62_0055,201,2020-06-26,total_Daphnia,11
62_0055,201,2020-07-14,total_Daphnia,33
62_0055,201,2020-08-03,total_Daphnia,2
62_0055,201,2020-08-20,total_Daphnia,14
62_0055,201,2020-09-06,total_Daphnia,10
62_0055,201,2020-09-09,total_Daphnia,3
62_0055,201,2020-10-05,total_Daphnia,9
62_0055,201,2020-10-23,total_Daphnia,10
62_0057,401,2020-05-07,total_Daphnia,7
62_0057,401,2020-06-02,total_Daphnia,62
62_0057,401,2020-06-15,total_Daphnia,8
62_0057,401,2020-07-02,total_Daphnia,5
62_0057,401,2020-07-22,total_Daphnia,21
62_0057,401,2020-08-07,total_Daphnia,5
62_0057,401,2020-08-27,total_Daphnia,42
62_0057,401,2020-09-17,total_Daphnia,52
62_0061,208,2020-05-08,total_Daphnia,18
62_0061,208,2020-05-28,total_Daphnia,44
62_0061,208,2020-06-16,total_Daphnia,55
62_0061,208,2020-07-06,total_Daphnia,52
62_0061,208,2020-07-24,total_Daphnia,4
62_0061,208,2020-08-12,total_Daphnia,22
62_0061,208,2020-09-02,total_Daphnia,24
62_0061,208,2020-09-15,total_Daphnia,14
62_0067,202,2020-05-27,total_Daphnia,152
62_0067,202,2020-06-12,total_Daphnia,31
62_0067,202,2020-06-29,total_Daphnia,42
62_0067,202,2020-07-21,total_Daphnia,32
62_0067,202,2020-08-10,total_Daphnia,52
62_0067,202,2020-08-22,total_Daphnia,65
62_0067,202,2020-09-17,total_Daphnia,39
62_0067,202,2020-05-06,total_Daphnia,68
62_0075,202,2020-05-08,total_Daphnia,11
62_0075,202,2020-05-28,total_Daphnia,16
62_0075,202,2020-06-16,total_Daphnia,40
62_0075,202,2020-07-06,total_Daphnia,4
62_0075,202,2020-07-24,total_Daphnia,0
62_0075,202,2020-08-12,total_Daphnia,0
62_0075,202,2020-09-02,total_Daphnia,32
62_0075,202,2020-09-15,total_Daphnia,14
62_0078,101,2020-05-06,total_Daphnia,130
62_0078,101,2020-05-27,total_Daphnia,82
62_0078,101,2020-06-15,total_Daphnia,66
62_0078,101,2020-07-02,total_Daphnia,54
62_0078,101,2020-07-22,total_Daphnia,18
62_0078,101,2020-08-07,total_Daphnia,0
62_0078,101,2020-08-27,total_Daphnia,0
62_0078,101,2020-09-17,total_Daphnia,9
62_0083,204,2020-05-06,total_Daphnia,2
62_0083,204,2020-05-27,total_Daphnia,9
62_0083,204,2020-06-12,total_Daphnia,250
62_0083,204,2020-07-21,total_Daphnia,32
62_0083,204,2020-08-10,total_Daphnia,4
62_0083,204,2020-08-24,total_Daphnia,0
62_0083,204,2020-09-14,total_Daphnia,1
62_0083,204,2020-06-29,total_Daphnia,72
62_0225,201,2020-04-15,total_Daphnia,14
62_0225,201,2020-05-05,total_Daphnia,2
62_0225,201,2020-05-20,total_Daphnia,1
62_0225,201,2020-06-11,total_Daphnia,117
62_0225,201,2020-07-01,total_Daphnia,13
62_0225,201,2020-07-23,total_Daphnia,23
62_0225,201,2020-08-06,total_Daphnia,13
62_0225,201,2020-08-26,total_Daphnia,50
62_0225,201,2020-09-11,total_Daphnia,28
62_0225,201,2020-10-09,total_Daphnia,44
62_0231,201,2020-04-13,total_Daphnia,0
62_0231,201,2020-05-04,total_Daphnia,0
62_0231,201,2020-05-18,total_Daphnia,27
62_0231,201,2020-06-10,total_Daphnia,154
62_0231,201,2020-06-26,total_Daphnia,84
62_0231,201,2020-07-17,total_Daphnia,11
62_0231,201,2020-08-05,total_Daphnia,29
62_0231,201,2020-08-20,total_Daphnia,0
62_0231,201,2020-09-10,total_Daphnia,0
62_0231,201,2020-10-08,total_Daphnia,5
82_0167,234,2020-05-14,total_Daphnia,25
82_0167,234,2020-06-08,total_Daphnia,166
82_0167,234,2020-06-24,total_Daphnia,4
82_0167,234,2020-07-16,total_Daphnia,67
82_0167,234,2020-07-31,total_Daphnia,6
82_0167,234,2020-08-21,total_Daphnia,26
82_0167,234,2020-09-04,total_Daphnia,13
82_0167,234,2020-09-23,total_Daphnia,15
